media_file,split,annotator,item,start,end,SR,ISR,MUR,P,B,V,FG,HM,ME,T
24fb,train,bau,"24fb-(52970, 54840)",54280,54820,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(52970, 54840)",54280,54820,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(57400, 58073)",57400,58070,0,0,0,0,1,1,1,0,0,1
24fb,train,A3,"24fb-(57400, 58073)",57440,58050,0,0,0,0,1,1,1,0,1,1
24fb,train,A1,"24fb-(57400, 58073)",57713,58073,0,0,0,0,1,0,1,0,0,2
24fb,train,bau,"24fb-(57400, 58073)",57713,58073,0,0,0,0,1,0,1,0,0,2
24fb,train,mas,"24fb-(57400, 58073)",57713,58073,0,0,0,0,1,0,1,0,0,2
24fb,train,sad,"24fb-(57400, 58073)",57713,58073,0,0,0,0,1,0,1,0,0,2
24fb,train,A2,"24fb-(60100, 60670)",60100,60670,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(60100, 60670)",60100,60670,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(60100, 60670)",60110,60560,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(60100, 60670)",60110,60560,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(60100, 60670)",60110,60560,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(61030, 61740)",61030,61740,0,0,1,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(61030, 61740)",61030,61740,0,0,1,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(61030, 61740)",61030,61740,0,0,1,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(61030, 61740)",61030,61740,0,0,1,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(65160, 66090)",65160,66090,0,0,0,0,1,0,0,0,0,0
24fb,train,bau,"24fb-(65160, 66090)",65160,66090,0,0,0,0,1,0,0,0,0,0
24fb,train,mas,"24fb-(65160, 66090)",65160,66090,0,0,0,0,1,0,0,0,0,0
24fb,train,sad,"24fb-(65160, 66090)",65160,66090,0,0,0,0,1,0,0,0,0,0
24fb,train,A2,"24fb-(67560, 68250)",67560,68100,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(67560, 68250)",67560,68100,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(67560, 68250)",67580,68250,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(67560, 68250)",67580,68250,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(67560, 68250)",67580,68250,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(70090, 71630)",70090,71530,0,0,1,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(70090, 71630)",70090,71530,0,0,1,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(70090, 71630)",71040,71630,0,0,0,0,1,0,1,0,0,0
24fb,train,bau,"24fb-(70090, 71630)",71040,71630,0,0,0,0,1,0,1,0,0,0
24fb,train,mas,"24fb-(70090, 71630)",71040,71630,0,0,0,0,1,0,1,0,0,0
24fb,train,A2,"24fb-(74410, 74940)",74410,74940,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(74410, 74940)",74410,74940,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(74410, 74940)",74410,74940,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(74410, 74940)",74410,74940,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(80660, 81627)",80660,81570,1,0,0,0,1,0,1,0,0,1
24fb,train,A3,"24fb-(80660, 81627)",80800,81530,0,0,0,0,1,0,1,0,0,1
24fb,train,A1,"24fb-(80660, 81627)",80967,81627,0,0,0,0,1,0,1,0,0,2
24fb,train,bau,"24fb-(80660, 81627)",80967,81627,0,0,0,0,1,0,1,0,0,2
24fb,train,mas,"24fb-(80660, 81627)",80967,81627,0,0,0,0,1,0,1,0,0,2
24fb,train,sad,"24fb-(80660, 81627)",80967,81627,0,0,0,0,1,0,1,0,0,2
24fb,train,A3,"24fb-(83980, 84380)",83980,84370,0,1,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(83980, 84380)",83980,84370,0,1,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(83980, 84380)",83980,84370,0,1,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(83980, 84380)",84020,84380,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(83980, 84380)",84020,84380,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(103770, 104220)",103770,104220,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(103770, 104220)",103770,104220,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(103770, 104220)",103770,104220,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(103770, 104220)",103770,104220,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(106360, 106850)",106360,106850,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(106360, 106850)",106360,106850,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(106360, 106850)",106360,106850,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(106360, 106850)",106360,106850,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(106860, 108980)",106860,108980,0,0,1,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(106860, 108980)",106860,108980,0,0,1,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(106860, 108980)",106860,108980,0,0,1,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(106860, 108980)",106860,108980,0,0,1,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(110080, 110580)",110080,110440,0,1,0,0,0,0,1,0,0,1
24fb,train,bau,"24fb-(110080, 110580)",110080,110440,0,1,0,0,0,0,1,0,0,1
24fb,train,mas,"24fb-(110080, 110580)",110080,110440,0,1,0,0,0,0,1,0,0,1
24fb,train,sad,"24fb-(110080, 110580)",110080,110440,0,1,0,0,0,0,1,0,0,1
24fb,train,A3,"24fb-(110080, 110580)",110090,110540,0,1,0,0,0,0,1,0,0,0
24fb,train,A2,"24fb-(110080, 110580)",110100,110580,0,1,0,0,0,0,1,0,0,1
24fb,train,A3,"24fb-(111890, 112850)",111890,112850,1,0,0,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(111890, 112850)",111966,112260,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(111890, 112850)",111966,112260,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(111890, 112850)",111966,112260,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(111890, 112850)",111966,112260,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(111890, 112850)",111970,112620,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(124370, 124980)",124370,124980,0,0,0,0,1,0,0,0,0,0
24fb,train,bau,"24fb-(124370, 124980)",124370,124980,0,0,0,0,1,0,0,0,0,0
24fb,train,mas,"24fb-(124370, 124980)",124370,124980,0,0,0,0,1,0,0,0,0,0
24fb,train,sad,"24fb-(124370, 124980)",124370,124980,0,0,0,0,1,0,0,0,0,0
24fb,train,A3,"24fb-(128370, 129390)",128370,129390,0,0,0,0,1,1,1,0,1,1
24fb,train,bau,"24fb-(128370, 129390)",128370,129390,0,0,0,0,1,1,1,0,1,1
24fb,train,A2,"24fb-(128370, 129390)",128610,129200,0,0,0,0,1,0,1,0,0,1
24fb,train,mas,"24fb-(128370, 129390)",128610,129200,0,0,0,0,1,0,1,0,0,1
24fb,train,sad,"24fb-(128370, 129390)",128610,129200,0,0,0,0,1,0,1,0,0,1
24fb,train,A2,"24fb-(134050, 134710)",134050,134600,0,0,1,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(134050, 134710)",134050,134600,0,0,1,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(134050, 134710)",134080,134710,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(134050, 134710)",134080,134710,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(134050, 134710)",134080,134710,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(157110, 158620)",157110,158620,0,0,0,0,1,1,1,1,0,2
24fb,train,mas,"24fb-(157110, 158620)",157110,158620,0,0,0,0,1,1,1,1,0,2
24fb,train,sad,"24fb-(157110, 158620)",157110,158620,0,0,0,0,1,1,1,1,0,2
24fb,train,A2,"24fb-(157110, 158620)",157660,158470,0,0,0,0,1,0,1,0,0,1
24fb,train,A1,"24fb-(157110, 158620)",157740,158480,0,0,0,0,1,0,1,0,0,2
24fb,train,bau,"24fb-(157110, 158620)",157740,158480,0,0,0,0,1,0,1,0,0,2
24fb,train,A1,"24fb-(162346, 162379)",162346,162379,0,0,0,0,1,0,1,0,0,1
24fb,train,bau,"24fb-(162346, 162379)",162346,162379,0,0,0,0,1,0,1,0,0,1
24fb,train,mas,"24fb-(162346, 162379)",162346,162379,0,0,0,0,1,0,1,0,0,1
24fb,train,sad,"24fb-(162346, 162379)",162346,162379,0,0,0,0,1,0,1,0,0,1
24fb,train,A2,"24fb-(165540, 167520)",165540,167520,0,0,1,0,1,1,1,0,0,1
24fb,train,A3,"24fb-(165540, 167520)",165870,166450,1,0,0,0,0,0,1,0,0,1
24fb,train,mas,"24fb-(165540, 167520)",165870,166450,1,0,0,0,0,0,1,0,0,1
24fb,train,sad,"24fb-(165540, 167520)",165870,166450,1,0,0,0,0,0,1,0,0,1
24fb,train,A1,"24fb-(165540, 167520)",165973,167293,1,0,0,0,0,0,1,0,0,2
24fb,train,bau,"24fb-(165540, 167520)",165973,167293,1,0,0,0,0,0,1,0,0,2
24fb,train,A3,"24fb-(165540, 167520)",166450,167110,0,0,0,0,1,0,1,0,0,1
24fb,train,A1,"24fb-(167739, 168040)",167739,168006,0,0,0,1,0,0,0,0,0,0
24fb,train,bau,"24fb-(167739, 168040)",167739,168006,0,0,0,1,0,0,0,0,0,0
24fb,train,mas,"24fb-(167739, 168040)",167739,168006,0,0,0,1,0,0,0,0,0,0
24fb,train,sad,"24fb-(167739, 168040)",167739,168006,0,0,0,1,0,0,0,0,0,0
24fb,train,A2,"24fb-(167739, 168040)",167820,168040,0,0,0,1,0,0,0,0,0,0
24fb,train,A3,"24fb-(170270, 170720)",170270,170720,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(170270, 170720)",170270,170720,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(170270, 170720)",170270,170720,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(170270, 170720)",170280,170690,0,1,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(170270, 170720)",170280,170690,0,1,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(175910, 176310)",175910,176310,0,0,0,0,1,0,0,0,0,0
24fb,train,mas,"24fb-(175910, 176310)",175910,176310,0,0,0,0,1,0,0,0,0,0
24fb,train,sad,"24fb-(175910, 176310)",175910,176310,0,0,0,0,1,0,0,0,0,0
24fb,train,A2,"24fb-(175910, 176310)",175930,176220,0,1,0,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(175910, 176310)",175940,176166,0,0,0,0,0,1,0,0,0,0
24fb,train,bau,"24fb-(175910, 176310)",175940,176166,0,0,0,0,0,1,0,0,0,0
24fb,train,A2,"24fb-(185770, 186180)",185770,186180,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(185770, 186180)",185770,186180,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(185770, 186180)",185770,186180,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(185770, 186180)",185770,186180,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(188620, 189050)",188620,189050,1,0,0,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(188620, 189050)",188666,189013,0,1,0,0,0,0,1,0,0,1
24fb,train,bau,"24fb-(188620, 189050)",188666,189013,0,1,0,0,0,0,1,0,0,1
24fb,train,mas,"24fb-(188620, 189050)",188666,189013,0,1,0,0,0,0,1,0,0,1
24fb,train,sad,"24fb-(188620, 189050)",188666,189013,0,1,0,0,0,0,1,0,0,1
24fb,train,A2,"24fb-(189600, 190130)",189600,189950,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(189600, 190130)",189670,190130,1,0,0,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(189600, 190130)",189700,189873,0,1,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(189600, 190130)",189700,189873,0,1,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(189600, 190130)",189700,189873,0,1,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(189600, 190130)",189700,189873,0,1,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(192030, 193520)",192030,193230,1,0,0,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(192030, 193520)",192106,192806,0,1,0,0,0,0,1,0,0,1
24fb,train,bau,"24fb-(192030, 193520)",192106,192806,0,1,0,0,0,0,1,0,0,1
24fb,train,A3,"24fb-(192030, 193520)",192470,193520,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(192030, 193520)",192470,193520,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(192030, 193520)",192470,193520,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(207140, 207640)",207140,207640,0,0,0,0,1,0,1,1,0,0
24fb,train,A2,"24fb-(207140, 207640)",207160,207550,0,1,0,0,1,0,1,0,0,1
24fb,train,A1,"24fb-(207140, 207640)",207373,207519,0,1,0,0,0,0,1,0,0,1
24fb,train,bau,"24fb-(207140, 207640)",207373,207519,0,1,0,0,0,0,1,0,0,1
24fb,train,mas,"24fb-(207140, 207640)",207373,207519,0,1,0,0,0,0,1,0,0,1
24fb,train,sad,"24fb-(207140, 207640)",207373,207519,0,1,0,0,0,0,1,0,0,1
24fb,train,A2,"24fb-(213170, 213620)",213170,213600,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(213170, 213620)",213170,213600,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(213170, 213620)",213180,213620,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(213170, 213620)",213180,213620,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(213170, 213620)",213180,213620,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(217420, 218250)",217420,218250,0,0,1,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(217420, 218250)",217420,218250,0,0,1,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(217420, 218250)",217420,218250,0,0,1,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(217420, 218250)",217420,218250,0,0,1,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(218270, 218870)",218270,218870,0,0,0,0,1,0,1,0,0,0
24fb,train,mas,"24fb-(218270, 218870)",218270,218870,0,0,0,0,1,0,1,0,0,0
24fb,train,sad,"24fb-(218270, 218870)",218270,218870,0,0,0,0,1,0,1,0,0,0
24fb,train,A2,"24fb-(218270, 218870)",218380,218660,0,0,0,0,1,1,1,0,0,1
24fb,train,A1,"24fb-(218270, 218870)",218433,218626,0,0,0,0,0,1,0,0,0,1
24fb,train,bau,"24fb-(218270, 218870)",218433,218626,0,0,0,0,0,1,0,0,0,1
24fb,train,A2,"24fb-(221990, 222570)",221990,222510,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(221990, 222570)",221990,222510,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(221990, 222570)",222000,222570,1,0,0,0,0,0,0,0,1,1
24fb,train,bau,"24fb-(221990, 222570)",222000,222570,1,0,0,0,0,0,0,0,1,1
24fb,train,mas,"24fb-(221990, 222570)",222000,222570,1,0,0,0,0,0,0,0,1,1
24fb,train,A2,"24fb-(224020, 225380)",224020,225350,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(224020, 225380)",224020,225350,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(224020, 225380)",224060,225380,1,0,0,0,0,0,1,0,0,1
24fb,train,bau,"24fb-(224020, 225380)",224060,225380,1,0,0,0,0,0,1,0,0,1
24fb,train,mas,"24fb-(224020, 225380)",224060,225380,1,0,0,0,0,0,1,0,0,1
24fb,train,A3,"24fb-(225380, 226170)",225380,226170,0,0,0,0,1,1,1,0,0,1
24fb,train,A2,"24fb-(225380, 226170)",225450,226070,0,1,0,0,1,0,1,0,0,1
24fb,train,A1,"24fb-(225380, 226170)",225700,225986,0,0,0,0,1,0,1,0,0,1
24fb,train,bau,"24fb-(225380, 226170)",225700,225986,0,0,0,0,1,0,1,0,0,1
24fb,train,mas,"24fb-(225380, 226170)",225700,225986,0,0,0,0,1,0,1,0,0,1
24fb,train,sad,"24fb-(225380, 226170)",225700,225986,0,0,0,0,1,0,1,0,0,1
24fb,train,A2,"24fb-(229500, 230320)",229500,230320,0,0,1,0,1,1,1,0,0,1
24fb,train,A3,"24fb-(229500, 230320)",229740,230130,0,0,0,0,1,0,0,1,0,0
24fb,train,A1,"24fb-(229500, 230320)",229766,229920,0,0,0,0,0,1,1,0,0,1
24fb,train,bau,"24fb-(229500, 230320)",229766,229920,0,0,0,0,0,1,1,0,0,1
24fb,train,mas,"24fb-(229500, 230320)",229766,229920,0,0,0,0,0,1,1,0,0,1
24fb,train,sad,"24fb-(229500, 230320)",229766,229920,0,0,0,0,0,1,1,0,0,1
24fb,train,A2,"24fb-(263690, 264340)",263690,264340,0,0,1,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(263690, 264340)",263940,264033,0,1,0,0,0,0,1,0,0,1
24fb,train,bau,"24fb-(263690, 264340)",263940,264033,0,1,0,0,0,0,1,0,0,1
24fb,train,mas,"24fb-(263690, 264340)",263940,264033,0,1,0,0,0,0,1,0,0,1
24fb,train,sad,"24fb-(263690, 264340)",263940,264033,0,1,0,0,0,0,1,0,0,1
24fb,train,A3,"24fb-(279620, 280060)",279620,280060,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(279620, 280060)",279620,280060,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(279620, 280060)",279620,280060,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(279620, 280060)",279620,280060,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(280390, 280670)",280390,280670,0,0,0,1,0,0,0,0,0,0
24fb,train,bau,"24fb-(280390, 280670)",280390,280670,0,0,0,1,0,0,0,0,0,0
24fb,train,mas,"24fb-(280390, 280670)",280390,280670,0,0,0,1,0,0,0,0,0,0
24fb,train,sad,"24fb-(280390, 280670)",280390,280670,0,0,0,1,0,0,0,0,0,0
24fb,train,A2,"24fb-(280940, 281550)",280940,281550,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(280940, 281550)",280940,281550,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(280940, 281550)",280990,281530,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(280940, 281550)",280990,281530,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(280940, 281550)",280990,281530,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(284630, 284930)",284630,284930,0,0,0,0,1,0,0,0,0,0
24fb,train,bau,"24fb-(284630, 284930)",284630,284930,0,0,0,0,1,0,0,0,0,0
24fb,train,mas,"24fb-(284630, 284930)",284630,284930,0,0,0,0,1,0,0,0,0,0
24fb,train,A2,"24fb-(284630, 284930)",284680,284880,0,0,0,0,1,0,1,0,0,1
24fb,train,sad,"24fb-(284630, 284930)",284680,284880,0,0,0,0,1,0,1,0,0,1
24fb,train,A2,"24fb-(285650, 285990)",285650,285990,1,0,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(285650, 285990)",285650,285990,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(285650, 285990)",285650,285990,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(285650, 285990)",285650,285990,1,0,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(287850, 288330)",287850,288330,1,0,0,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(287850, 288330)",287926,288060,0,1,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(287850, 288330)",287926,288060,0,1,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(287850, 288330)",287926,288060,0,1,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(287850, 288330)",287926,288060,0,1,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(287850, 288330)",287940,288270,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(289030, 289340)",289030,289270,0,1,0,0,0,0,0,0,0,0
24fb,train,A3,"24fb-(289030, 289340)",289080,289340,0,1,0,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(289030, 289340)",289100,289226,0,1,0,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(289030, 289340)",289100,289226,0,1,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(289030, 289340)",289100,289226,0,1,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(289030, 289340)",289100,289226,0,1,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(298480, 298790)",298480,298790,0,0,0,0,1,0,1,0,0,1
24fb,train,bau,"24fb-(298480, 298790)",298480,298790,0,0,0,0,1,0,1,0,0,1
24fb,train,mas,"24fb-(298480, 298790)",298480,298790,0,0,0,0,1,0,1,0,0,1
24fb,train,sad,"24fb-(298480, 298790)",298480,298790,0,0,0,0,1,0,1,0,0,1
24fb,train,A3,"24fb-(298800, 298990)",298800,298990,0,0,0,0,1,0,0,0,0,0
24fb,train,bau,"24fb-(298800, 298990)",298800,298990,0,0,0,0,1,0,0,0,0,0
24fb,train,mas,"24fb-(298800, 298990)",298800,298990,0,0,0,0,1,0,0,0,0,0
24fb,train,sad,"24fb-(298800, 298990)",298800,298990,0,0,0,0,1,0,0,0,0,0
24fb,train,A3,"24fb-(300410, 301020)",300410,300790,0,1,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(300410, 301020)",300470,301020,0,1,0,0,0,0,1,0,0,1
24fb,train,sad,"24fb-(300410, 301020)",300470,301020,0,1,0,0,0,0,1,0,0,1
24fb,train,A1,"24fb-(300410, 301020)",300586,300793,0,1,0,0,0,0,1,0,0,1
24fb,train,bau,"24fb-(300410, 301020)",300586,300793,0,1,0,0,0,0,1,0,0,1
24fb,train,mas,"24fb-(300410, 301020)",300586,300793,0,1,0,0,0,0,1,0,0,1
24fb,train,A3,"24fb-(301420, 303160)",301420,303160,1,0,0,0,0,0,0,0,0,0
24fb,train,mas,"24fb-(301420, 303160)",301420,303160,1,0,0,0,0,0,0,0,0,0
24fb,train,sad,"24fb-(301420, 303160)",301420,303160,1,0,0,0,0,0,0,0,0,0
24fb,train,A2,"24fb-(301420, 303160)",301450,302060,0,0,1,0,0,0,1,0,0,1
24fb,train,A1,"24fb-(301420, 303160)",301473,301967,0,0,1,0,0,0,0,0,0,0
24fb,train,bau,"24fb-(301420, 303160)",301473,301967,0,0,1,0,0,0,0,0,0,0
24fb,train,A1,"24fb-(336560, 336700)",336560,336700,0,0,0,0,0,1,0,0,0,0
24fb,train,bau,"24fb-(336560, 336700)",336560,336700,0,0,0,0,0,1,0,0,0,0
