media_file,annotator,start,end,label
24fb,A3,103770,104220,SR; 0;0 
24fb,bau,103770,104220,SR; 0;0 
24fb,mas,103770,104220,SR; 0;0 
24fb,sad,103770,104220,SR; 0;0 
24fb,A3,106360,106850,SR; 0; 0
24fb,bau,106360,106850,SR; 0; 0
24fb,mas,106360,106850,SR; 0; 0
24fb,sad,106360,106850,SR; 0; 0
24fb,A3,106860,108980,MUR; 0; 0
24fb,bau,106860,108980,MUR; 0; 0
24fb,mas,106860,108980,MUR; 0; 0
24fb,sad,106860,108980,MUR; 0; 0
24fb,A1,110080,110440,ISR;FG;1
24fb,bau,110080,110440,ISR;FG;1
24fb,mas,110080,110440,ISR;FG;1
24fb,sad,110080,110440,ISR;FG;1
24fb,A3,110090,110540,ISR; FG; 0
24fb,A2,110100,110580,ISR;FG;1
24fb,A3,111890,112850,SR; 0; 0
24fb,A1,111966,112260,SR;0;0
24fb,bau,111966,112260,SR;0;0
24fb,mas,111966,112260,SR;0;0
24fb,sad,111966,112260,SR;0;0
24fb,A2,111970,112620,SR;0;0
24fb,A3,124370,124980,B; 0; 0
24fb,bau,124370,124980,B; 0; 0
24fb,mas,124370,124980,B; 0; 0
24fb,sad,124370,124980,B; 0; 0
24fb,A3,128370,129390,B; V+FG+ME; 1
24fb,bau,128370,129390,B; V+FG+ME; 1
24fb,mas,128370,129390,B; V+FG+ME; 1
24fb,A2,128610,129200,B;FG;1
24fb,sad,128610,129200,B;FG;1
24fb,A2,134050,134600,MUR;0;0
24fb,sad,134050,134600,MUR;0;0
24fb,A3,134080,134710,SR; 0; 0 
24fb,bau,134080,134710,SR; 0; 0 
24fb,mas,134080,134710,SR; 0; 0 
24fb,A3,157110,158620,B; V+FG+HM; 2
24fb,sad,157110,158620,B; V+FG+HM; 2
24fb,A2,157660,158470,B;FG;1
24fb,A1,157740,158480,B;FG;2
24fb,bau,157740,158480,B;FG;2
24fb,mas,157740,158480,B;FG;2
24fb,A1,162346,162379,B;FG;1
24fb,bau,162346,162379,B;FG;1
24fb,mas,162346,162379,B;FG;1
24fb,sad,162346,162379,B;FG;1
24fb,A2,165540,167520,MUR+B;V+FG;1
24fb,A3,165870,166450,SR; FG; 1
24fb,sad,165870,166450,SR; FG; 1
24fb,A1,165973,167293,SR;FG;2
24fb,bau,165973,167293,SR;FG;2
24fb,mas,165973,167293,SR;FG;2
24fb,A3,166450,167110,B; FG; 1
24fb,A1,167739,168006,P;0;0
24fb,bau,167739,168006,P;0;0
24fb,mas,167739,168006,P;0;0
24fb,sad,167739,168006,P;0;0
24fb,A2,167820,168040,P;0;0
24fb,A3,170270,170720,SR; 0; 0
24fb,bau,170270,170720,SR; 0; 0
24fb,mas,170270,170720,SR; 0; 0
24fb,A2,170280,170690,ISR;0;0
24fb,sad,170280,170690,ISR;0;0
24fb,A3,175910,176310,B; 0; 0
24fb,sad,175910,176310,B; 0; 0
24fb,A2,175930,176220,ISR;0;0
24fb,A1,175940,176166,_;V;0
24fb,bau,175940,176166,_;V;0
24fb,mas,175940,176166,_;V;0
24fb,A2,185770,186180,SR;0;0
24fb,bau,185770,186180,SR;0;0
24fb,mas,185770,186180,SR;0;0
24fb,sad,185770,186180,SR;0;0
24fb,A2,188620,189050,SR;0;0
24fb,A1,188666,189013,ISR;FG;1
24fb,bau,188666,189013,ISR;FG;1
24fb,mas,188666,189013,ISR;FG;1
24fb,sad,188666,189013,ISR;FG;1
24fb,A2,189600,189950,SR;0;0
24fb,A3,189670,190130,SR; 0; 0
24fb,A1,189700,189873,ISR;0;0
24fb,bau,189700,189873,ISR;0;0
24fb,mas,189700,189873,ISR;0;0
24fb,sad,189700,189873,ISR;0;0
24fb,A2,192030,193230,SR;0;0
24fb,A1,192106,192806,"ISR,FG;1"
24fb,bau,192106,192806,"ISR,FG;1"
24fb,mas,192106,192806,"ISR,FG;1"
24fb,A3,192470,193520,SR; 0; 0
24fb,sad,192470,193520,SR; 0; 0
24fb,A3,207140,207640,B; FG+ HM; 0
24fb,A2,207160,207550,ISR+B;FG;1
24fb,A1,207373,207519,ISR;FG;1
24fb,bau,207373,207519,ISR;FG;1
24fb,mas,207373,207519,ISR;FG;1
24fb,sad,207373,207519,ISR;FG;1
24fb,A2,213170,213600,SR;0;0
24fb,sad,213170,213600,SR;0;0
24fb,A3,213180,213620,SR; 0; 0
24fb,bau,213180,213620,SR; 0; 0
24fb,mas,213180,213620,SR; 0; 0
24fb,A2,217420,218250,MUR;0;0
24fb,bau,217420,218250,MUR;0;0
24fb,mas,217420,218250,MUR;0;0
24fb,sad,217420,218250,MUR;0;0
24fb,A3,218270,218870,B; FG; 0
24fb,sad,218270,218870,B; FG; 0
24fb,A2,218380,218660,B;V+FG;1
24fb,A1,218433,218626,_;V;1
24fb,bau,218433,218626,_;V;1
24fb,mas,218433,218626,_;V;1
24fb,A2,221990,222510,SR;0;0
24fb,sad,221990,222510,SR;0;0
24fb,A3,222000,222570,SR; ME; 1
24fb,bau,222000,222570,SR; ME; 1
24fb,mas,222000,222570,SR; ME; 1
24fb,A2,224020,225350,SR;0;0
24fb,sad,224020,225350,SR;0;0
24fb,A3,224060,225380,SR; FG; 1
24fb,bau,224060,225380,SR; FG; 1
24fb,mas,224060,225380,SR; FG; 1
24fb,A3,225380,226170,B; V+FG; 1
24fb,A2,225450,226070,ISR+B;FG;1
24fb,A1,225700,225986,B;FG;1
24fb,bau,225700,225986,B;FG;1
24fb,mas,225700,225986,B;FG;1
24fb,sad,225700,225986,B;FG;1
24fb,A2,229500,230320,MUR+B;V+FG;1
24fb,A3,229740,230130,B; HM; 0
24fb,A1,229766,229920,_;V+FG;1
24fb,bau,229766,229920,_;V+FG;1
24fb,mas,229766,229920,_;V+FG;1
24fb,sad,229766,229920,_;V+FG;1
24fb,A2,263690,264340,MUR;0;0
24fb,A1,263940,264033,ISR;FG;1
24fb,bau,263940,264033,ISR;FG;1
24fb,mas,263940,264033,ISR;FG;1
24fb,sad,263940,264033,ISR;FG;1
24fb,A3,279620,280060,SR; 0; 0
24fb,bau,279620,280060,SR; 0; 0
24fb,mas,279620,280060,SR; 0; 0
24fb,sad,279620,280060,SR; 0; 0
24fb,A2,280390,280670,P;0;0
24fb,bau,280390,280670,P;0;0
24fb,mas,280390,280670,P;0;0
24fb,sad,280390,280670,P;0;0
24fb,A2,280940,281550,SR;0;0
24fb,sad,280940,281550,SR;0;0
24fb,A3,280990,281530,SR; 0; 0
24fb,bau,280990,281530,SR; 0; 0
24fb,mas,280990,281530,SR; 0; 0
24fb,A3,284630,284930,B; 0; 0
24fb,bau,284630,284930,B; 0; 0
24fb,mas,284630,284930,B; 0; 0
24fb,A2,284680,284880,B;FG;1
24fb,sad,284680,284880,B;FG;1
24fb,A2,285650,285990,SR;0;0
24fb,bau,285650,285990,SR;0;0
24fb,mas,285650,285990,SR;0;0
24fb,sad,285650,285990,SR;0;0
24fb,A3,287850,288330,SR; 0; 0
24fb,A1,287926,288060,ISR;0;0
24fb,bau,287926,288060,ISR;0;0
24fb,mas,287926,288060,ISR;0;0
24fb,sad,287926,288060,ISR;0;0
24fb,A2,287940,288270,SR;0;0
24fb,A2,289030,289270,ISR;0;0
24fb,A3,289080,289340,ISR; 0; 0
24fb,A1,289100,289226,ISR;0;0
24fb,bau,289100,289226,ISR;0;0
24fb,mas,289100,289226,ISR;0;0
24fb,sad,289100,289226,ISR;0;0
24fb,A2,298480,298790,B;FG;1
24fb,bau,298480,298790,B;FG;1
24fb,mas,298480,298790,B;FG;1
24fb,sad,298480,298790,B;FG;1
24fb,A3,298800,298990,B; 0; 0
24fb,bau,298800,298990,B; 0; 0
24fb,mas,298800,298990,B; 0; 0
24fb,sad,298800,298990,B; 0; 0
24fb,A3,300410,300790,ISR; 0; 0
24fb,A2,300470,301020,ISR;FG;1
24fb,sad,300470,301020,ISR;FG;1
24fb,A1,300586,300793,ISR;FG;1
24fb,bau,300586,300793,ISR;FG;1
24fb,mas,300586,300793,ISR;FG;1
24fb,A3,301420,303160,SR; 0; 0
24fb,sad,301420,303160,SR; 0; 0
24fb,A2,301450,302060,MUR;FG;1
24fb,A1,301473,301967,MUR;0;0
24fb,bau,301473,301967,MUR;0;0
24fb,mas,301473,301967,MUR;0;0
24fb,A1,336560,336700,_;V;0
24fb,bau,336560,336700,_;V;0
24fb,mas,336560,336700,_;V;0
24fb,sad,336560,336700,_;V;0
24fb,A2,342230,343440,MUR+ISR;0;0
24fb,A3,342370,343850,ISR; FG; 0
24fb,A1,342400,343066,MUR;FG;1
24fb,bau,342400,343066,MUR;FG;1
24fb,mas,342400,343066,MUR;FG;1
24fb,sad,342400,343066,MUR;FG;1
24fb,A1,357846,358419,ISR;FG;1
24fb,bau,357846,358419,ISR;FG;1
24fb,mas,357846,358419,ISR;FG;1
24fb,A3,357850,358680,P; FG+HM+ME; 1
24fb,A2,358020,358560,ISR;FG;1
24fb,sad,358020,358560,ISR;FG;1
24fb,A2,360490,360790,SR;0;0
24fb,bau,360490,360790,SR;0;0
24fb,mas,360490,360790,SR;0;0
24fb,sad,360490,360790,SR;0;0
24fb,A3,390010,390740,SR+MUR; 0; 1
24fb,sad,390010,390740,SR+MUR; 0; 1
24fb,A1,390193,390686,SR;0;0
24fb,bau,390193,390686,SR;0;0
24fb,mas,390193,390686,SR;0;0
24fb,A2,390230,390700,SR;0;0
24fb,A3,403660,404220,SR; 0; 0
24fb,bau,403660,404220,SR; 0; 0
24fb,mas,403660,404220,SR; 0; 0
24fb,A2,403740,404070,SR;0;0
24fb,sad,403740,404070,SR;0;0
24fb,A1,427049,429186,B;FG;2
24fb,bau,427049,429186,B;FG;2
24fb,mas,427049,429186,B;FG;2
24fb,sad,427049,429186,B;FG;2
24fb,A2,427060,428350,B;FG;2
24fb,A3,427130,428310,B; V+FG; 2
24fb,A2,428530,429210,B;FG;2
24fb,A1,429560,430720,B;FG;2
24fb,bau,429560,430720,B;FG;2
24fb,mas,429560,430720,B;FG;2
24fb,sad,429560,430720,B;FG;2
24fb,A2,429615,430695,B;FG;2
24fb,A2,431510,431660,P;0;0
24fb,bau,431510,431660,P;0;0
24fb,mas,431510,431660,P;0;0
24fb,sad,431510,431660,P;0;0
24fb,A1,435986,436946,ISR;HM;1
24fb,bau,435986,436946,ISR;HM;1
24fb,mas,435986,436946,ISR;HM;1
24fb,sad,435986,436946,ISR;HM;1
24fb,A2,436120,436970,ISR;0;0
24fb,A2,441430,441820,SR;0;0
24fb,bau,441430,441820,SR;0;0
24fb,mas,441430,441820,SR;0;0
24fb,sad,441430,441820,SR;0;0
24fb,A3,453700,454140,P; 0; 0
24fb,bau,453700,454140,P; 0; 0
24fb,mas,453700,454140,P; 0; 0
24fb,sad,453700,454140,P; 0; 0
24fb,A2,454440,455030,SR;0;0
24fb,sad,454440,455030,SR;0;0
24fb,A3,454510,455100,SR; 0; 0
24fb,bau,454510,455100,SR; 0; 0
24fb,mas,454510,455100,SR; 0; 0
24fb,A2,459350,463660,MUR;0;0
24fb,bau,459350,463660,MUR;0;0
24fb,mas,459350,463660,MUR;0;0
24fb,sad,459350,463660,MUR;0;0
24fb,A2,472460,472920,MUR;0;0
24fb,bau,472460,472920,MUR;0;0
24fb,mas,472460,472920,MUR;0;0
24fb,sad,472460,472920,MUR;0;0
24fb,A3,475540,476090,SR; 0; 0
24fb,A1,475586,475853,ISR;0;0
24fb,bau,475586,475853,ISR;0;0
24fb,mas,475586,475853,ISR;0;0
24fb,sad,475586,475853,ISR;0;0
24fb,A1,504773,505053,MUR;FG;1
24fb,bau,504773,505053,MUR;FG;1
24fb,mas,504773,505053,MUR;FG;1
24fb,sad,504773,505053,MUR;FG;1
24fb,A2,504880,505310,SR;0;0
24fb,A3,505010,505810,SR; 0; 1
24fb,A3,506260,506620,B; 0; 0
24fb,bau,506260,506620,B; 0; 0
24fb,mas,506260,506620,B; 0; 0
24fb,sad,506260,506620,B; 0; 0
24fb,A2,506680,507210,B;0;0
24fb,bau,506680,507210,B;0;0
24fb,mas,506680,507210,B;0;0
24fb,sad,506680,507210,B;0;0
24fb,A2,511610,512440,MUR;0;0
24fb,bau,511610,512440,MUR;0;0
24fb,mas,511610,512440,MUR;0;0
24fb,sad,511610,512440,MUR;0;0
24fb,A2,518230,518910,SR;0;0
24fb,sad,518230,518910,SR;0;0
24fb,A3,518300,519040,SR; 0; 0
24fb,bau,518300,519040,SR; 0; 0
24fb,mas,518300,519040,SR; 0; 0
24fb,A2,518980,519280,B;FG;1
24fb,A3,519040,519390,B; FG; 0
24fb,A2,520180,520670,P;FG+HM;1
24fb,sad,520180,520670,P;FG+HM;1
24fb,A3,520470,520730,P; HM; 0
24fb,bau,520470,520730,P; HM; 0
24fb,mas,520470,520730,P; HM; 0
24fb,A2,526680,527130,B;0;0
24fb,bau,526680,527130,B;0;0
24fb,mas,526680,527130,B;0;0
24fb,sad,526680,527130,B;0;0
24fb,A2,528750,530060,MUR;0;0
24fb,bau,528750,530060,MUR;0;0
24fb,mas,528750,530060,MUR;0;0
24fb,sad,528750,530060,MUR;0;0
24fb,A2,532020,533820,SR;0;0
24fb,bau,532020,533820,SR;0;0
24fb,mas,532020,533820,SR;0;0
24fb,sad,532020,533820,SR;0;0
24fb,A3,534340,535350,ISR; FG; 0
24fb,A2,534360,535170,ISR;FG;1
24fb,A1,534406,535026,ISR;FG;1
24fb,bau,534406,535026,ISR;FG;1
24fb,mas,534406,535026,ISR;FG;1
24fb,sad,534406,535026,ISR;FG;1
24fb,A3,535650,536470,SR; 0; 0
24fb,A1,535746,536500,ISR;FG;1
24fb,bau,535746,536500,ISR;FG;1
24fb,mas,535746,536500,ISR;FG;1
24fb,A2,535770,536330,SR;0;0
24fb,sad,535770,536330,SR;0;0
24fb,A1,545453,545833,ISR;FG;1
24fb,bau,545453,545833,ISR;FG;1
24fb,mas,545453,545833,ISR;FG;1
24fb,sad,545453,545833,ISR;FG;1
24fb,A2,545470,545930,ISR;0;0
24fb,A2,547120,548380,SR;0;0
24fb,bau,547120,548380,SR;0;0
24fb,mas,547120,548380,SR;0;0
24fb,sad,547120,548380,SR;0;0
24fb,A2,549710,550200,B;FG;1
24fb,bau,549710,550200,B;FG;1
24fb,mas,549710,550200,B;FG;1
24fb,sad,549710,550200,B;FG;1
24fb,A2,552990,553630,MUR;0;0
24fb,bau,552990,553630,MUR;0;0
24fb,mas,552990,553630,MUR;0;0
24fb,sad,552990,553630,MUR;0;0
24fb,A2,570200,570430,P;FG;1
24fb,bau,570200,570430,P;FG;1
24fb,mas,570200,570430,P;FG;1
24fb,sad,570200,570430,P;FG;1
24fb,A3,584280,584730,B; FG; 1
24fb,A2,584320,584680,B;FG;2
24fb,A1,584526,584639,B;FG;3
24fb,bau,584526,584639,B;FG;3
24fb,mas,584526,584639,B;FG;3
24fb,sad,584526,584639,B;FG;3
24fc,A3,16610,17020,B; FG; 0
24fc,Gold,16610,17020,B;FG;0
24fc,bau,16610,17020,B; FG; 0
24fc,mas,16610,17020,B; FG; 0
24fc,sad,16610,17020,B; FG; 0
24fc,A2,17250,18430,MUR;0;0
24fc,sad,17250,18430,MUR;0;0
24fc,A3,17670,18130,B; FG; 0
24fc,bau,17670,18130,B; FG; 0
24fc,mas,17670,18130,B; FG; 0
24fc,A2,22195,22565,B;FG;1
24fc,Gold,22195,23110,B;FG;1
24fc,mas,22195,22565,B;FG;1
24fc,sad,22195,22565,B;FG;1
24fc,A3,22210,23110,B; 0; 0
24fc,bau,22210,23110,B; 0; 0
24fc,A2,26890,27420,SR;0;0
24fc,bau,26890,27420,SR;0;0
24fc,mas,26890,27420,SR;0;0
24fc,sad,26890,27420,SR;0;0
24fc,A2,27930,29280,MUR;0;0
24fc,Gold,27930,29430,MUR;;0
24fc,sad,27930,29280,MUR;0;0
24fc,A3,27970,29430,MUR; FG; 0
24fc,bau,27970,29430,MUR; FG; 0
24fc,mas,27970,29430,MUR; FG; 0
24fc,A2,29470,32360,SR;FG+HM;1
24fc,Gold,29470,33510,SR;FG;1
24fc,A1,29560,32200,SR+P;FG;1
24fc,bau,29560,32200,SR+P;FG;1
24fc,mas,29560,32200,SR+P;FG;1
24fc,sad,29560,32200,SR+P;FG;1
24fc,A3,29590,33510,SR; FG+ME; 1
24fc,A1,34270,36880,SR;FG;1
24fc,Gold,34270,37280,SR;FG+HM;1
24fc,bau,34270,36880,SR;FG;1
24fc,mas,34270,36880,SR;FG;1
24fc,A3,34600,37280,B+SR; FG+HM+ME; 1
24fc,A2,34780,37030,SR;FG+HM;1
24fc,sad,34780,37030,SR;FG+HM;1
24fc,A1,37780,40720,MUR;FG;1
24fc,Gold,37780,41610,MUR;;0
24fc,bau,37780,40720,MUR;FG;1
24fc,mas,37780,40720,MUR;FG;1
24fc,A2,37840,39790,SR;0;0
24fc,A3,39080,41610,MUR; HM+ME; 0
24fc,sad,39080,41610,MUR; HM+ME; 0
24fc,A2,39790,41100,MUR;0;0
24fc,A3,42280,44240,B+P; FG+HM+ME; 2
24fc,Gold,42370,44410,SR;FG;1
24fc,A2,42975,44305,SR;FG;2
24fc,A1,43110,44080,ISR;FG;2
24fc,bau,43110,44080,ISR;FG;2
24fc,mas,43110,44080,ISR;FG;2
24fc,sad,43110,44080,ISR;FG;2
24fc,A2,44560,45380,SR+B;0;0
24fc,Gold,44560,45610,SR;0;0
24fc,sad,44560,45380,SR+B;0;0
24fc,A3,44580,45610,SR; V; 1
24fc,bau,44580,45610,SR; V; 1
24fc,mas,44580,45610,SR; V; 1
24fc,A3,45940,47140,SR; 0;0
24fc,Gold,45940,47140,SR;;0
24fc,A1,45990,46870,SR;FG;1
24fc,bau,45990,46870,SR;FG;1
24fc,mas,45990,46870,SR;FG;1
24fc,sad,45990,46870,SR;FG;1
24fc,A2,46050,47000,SR;0;0
24fc,A3,52020,52620,B; FG; 0
24fc,bau,52020,52620,B; FG; 0
24fc,mas,52020,52620,B; FG; 0
24fc,sad,52020,52620,B; FG; 0
24fc,A3,55460,56150,B; FG; 0
24fc,bau,55460,56150,B; FG; 0
24fc,mas,55460,56150,B; FG; 0
24fc,sad,55460,56150,B; FG; 0
24fc,A2,57290,57480,ISR;0;0
24fc,Gold,57290,57480,P;FG;0
24fc,bau,57290,57480,ISR;0;0
24fc,mas,57290,57480,ISR;0;0
24fc,sad,57290,57480,ISR;0;0
24fc,A2,58460,58780,P;FG;1
24fc,Gold,58460,58800,P;FG;1
24fc,sad,58460,58780,P;FG;1
24fc,A3,58480,58800,P; FG; 0
24fc,bau,58480,58800,P; FG; 0
24fc,mas,58480,58800,P; FG; 0
24fc,A2,61650,63190,MUR;FG;1
24fc,Gold,61650,63190,MUR;FG;0
24fc,A1,62500,62620,ISR;FG;1
24fc,bau,62500,62620,ISR;FG;1
24fc,mas,62500,62620,ISR;FG;1
24fc,sad,62500,62620,ISR;FG;1
24fc,A3,62530,63680,P+ MUR; 0;0
24fc,A2,68740,69150,B;FG+HM;1
24fc,bau,68740,69150,B;FG+HM;1
24fc,mas,68740,69150,B;FG+HM;1
24fc,sad,68740,69150,B;FG+HM;1
24fc,A2,76330,77120,ISR+B;FG;1
24fc,Gold,76330,79960,MUR;FG;1
24fc,sad,76330,77120,ISR+B;FG;1
24fc,A1,76340,79760,ISR;FG;2
24fc,bau,76340,79760,ISR;FG;2
24fc,mas,76340,79760,ISR;FG;2
24fc,A3,76360,77380,SR; FG; 0
24fc,A2,77120,79960,MUR+ISR;FG;1
24fc,A3,77940,79890,B+SR;HM; 1
24fc,A3,80680,82030,P+SR; HM;1
24fc,Gold,80680,82230,SR;;1
24fc,sad,80680,82030,P+SR; HM;1
24fc,A1,81030,82230,SR;FG;1
24fc,bau,81030,82230,SR;FG;1
24fc,mas,81030,82230,SR;FG;1
24fc,A2,81060,82190,SR;0;0
24fc,A3,86220,89190,B+SR; V; ME; 1
24fc,Gold,86220,89190,SR;FG;1
24fc,A1,86270,88880,SR;FG;1
24fc,bau,86270,88880,SR;FG;1
24fc,mas,86270,88880,SR;FG;1
24fc,sad,86270,88880,SR;FG;1
24fc,A2,86320,89070,SR;FG+HM;1
24fc,A1,91980,92160,B;FG;1
24fc,bau,91980,92160,B;FG;1
24fc,mas,91980,92160,B;FG;1
24fc,sad,91980,92160,B;FG;1
24fc,A2,96040,96270,B;FG;1
24fc,bau,96040,96270,B;FG;1
24fc,mas,96040,96270,B;FG;1
24fc,sad,96040,96270,B;FG;1
24fc,A3,99790,101400,SR; ME; 1
24fc,Gold,99790,101400,MUR;;1
24fc,A1,99810,100470,MUR;FG;1
24fc,A2,99810,100950,MUR;0;0
24fc,bau,99810,100470,MUR;FG;1
24fc,mas,99810,100470,MUR;FG;1
24fc,sad,99810,100470,MUR;FG;1
24fc,A2,101640,103140,MUR+SR;0;0
24fc,Gold,101640,103140,MUR;FG;1
24fc,A3,102220,103050,SR+B; FG; 1
24fc,bau,102220,103050,SR+B; FG; 1
24fc,mas,102220,103050,SR+B; FG; 1
24fc,sad,102220,103050,SR+B; FG; 1
24fc,A3,105230,106100,MSR; 0;0
24fc,bau,105230,106100,MSR; 0;0
24fc,mas,105230,106100,MSR; 0;0
24fc,A2,105275,105905,MUR;0;0
24fc,sad,105275,105905,MUR;0;0
24fc,A3,108190,112770,SR+B; FG+HM; 1
24fc,Gold,108190,112490,SR;V+FG;1
24fc,sad,108190,112770,SR+B; FG+HM; 1
24fc,A2,108270,112200,SR+MUR;FG;1
24fc,A1,108290,112180,SR;FG;2
24fc,bau,108290,112180,SR;FG;2
24fc,mas,108290,112180,SR;FG;2
24fc,A2,117560,121120,MUR+SR;FG;1
24fc,Gold,117560,121820,MUR;V+FG;1
24fc,A1,118230,121110,SR;FG;1
24fc,bau,118230,121110,SR;FG;1
24fc,mas,118230,121110,SR;FG;1
24fc,sad,118230,121110,SR;FG;1
24fc,A3,118280,121820,MUR+B; FG; ME; 1
24fc,A3,133800,135800,SR+B; V; 1
24fc,Gold,133800,135800,ISR;FG;1
24fc,A2,133870,135480,SR+ISR;FG;1
24fc,A1,133893,135393,ISR+B;FG;1
24fc,bau,133893,135393,ISR+B;FG;1
24fc,mas,133893,135393,ISR+B;FG;1
24fc,sad,133893,135393,ISR+B;FG;1
24fc,A1,140335,140706,B;FG;1
24fc,bau,140335,140706,B;FG;1
24fc,mas,140335,140706,B;FG;1
24fc,sad,140335,140706,B;FG;1
24fc,A3,142870,146820,MUR+SR+B; FG; 1
24fc,Gold,142870,146820,MUR;FG;1
24fc,A1,143178,145978,SR;FG+V;1
24fc,bau,143178,145978,SR;FG+V;1
24fc,mas,143178,145978,SR;FG+V;1
24fc,A2,144210,146020,MUR;FG;1
24fc,sad,144210,146020,MUR;FG;1
24fc,A1,152435,153435,SR;FG;1
24fc,Gold,152435,153570,SR;;0
24fc,bau,152435,153435,SR;FG;1
24fc,mas,152435,153435,SR;FG;1
24fc,A2,152470,153390,SR;0;0
24fc,A3,152790,153570,B; V; 0
24fc,sad,152790,153570,B; V; 0
24fc,A1,155742,156528,ISR;FG;1
24fc,Gold,155742,157130,ISR;FG;1
24fc,bau,155742,156528,ISR;FG;1
24fc,mas,155742,156528,ISR;FG;1
24fc,A3,155790,156790,SR; V; 1
24fc,A2,155790,156510,MUR;0;0
24fc,sad,155790,156790,SR; V; 1
24fc,A3,156790,157130,ISR;0;1
24fc,A2,164210,164530,ISR;0;0
24fc,bau,164210,164530,ISR;0;0
24fc,mas,164210,164530,ISR;0;0
24fc,sad,164210,164530,ISR;0;0
24fc,A1,184128,184314,P;FG;1
24fc,bau,184128,184314,P;FG;1
24fc,mas,184128,184314,P;FG;1
24fc,sad,184128,184314,P;FG;1
24fc,A3,184990,186840,SR+ISR+B; FG; 2
24fc,Gold,184990,186840,SR;FG;1
24fc,A1,185078,186178,SR+P;FG;1
24fc,bau,185078,186178,SR+P;FG;1
24fc,mas,185078,186178,SR+P;FG;1
24fc,sad,185078,186178,SR+P;FG;1
24fc,A2,185080,186480,SR+ISR;FG;1
24fc,A3,187690,188050,B; 0; 0
24fc,bau,187690,188050,B; 0; 0
24fc,mas,187690,188050,B; 0; 0
